INT	INT	INT	INT
8463	25171	25172	990000
8464	25171	25172	990000
8465	25171	25172	990000
8466	25171	25172	990000
8467	25171	25172	990000
8469	25171	25172	990000
8471	25501	25502	990000
8472	25501	25502	990000
8473	25501	25502	990000
8474	25501	25502	990000
8475	25501	25502	990000
8476	25501	25502	990000
8477	25501	25502	990000
8478	25501	25502	990000
8479	25501	25502	990000
8481	-1	-1	100000
8482	-1	-1	100000
8489	-1	-1	100000
8491	-1	-1	500000
8492	-1	-1	500000
8493	-1	-1	500000
8499	-1	-1	500000
8501	-1	-1	600000
8502	-1	-1	600000
8503	-1	-1	600000
8504	-1	-1	600000
8509	-1	-1	600000
8511	-1	-1	700000
8512	-1	-1	700000
8513	-1	-1	700000
8514	-1	-1	700000
8515	-1	-1	700000
8519	-1	-1	700000
8521	-1	-1	800000
8522	-1	-1	800000
8523	-1	-1	800000
8524	-1	-1	800000
8525	-1	-1	800000
8526	-1	-1	800000
8529	-1	-1	800000
8531	25181	25182	990000
8532	25181	25182	990000
8533	25181	25182	990000
8534	25181	25182	990000
8535	25181	25182	990000
8536	25181	25182	990000
8537	25181	25182	990000
8539	25181	25182	990000
8541	25511	25512	990000
8542	25511	25512	990000
8543	25511	25512	990000
8544	25511	25512	990000
8545	25511	25512	990000
8546	25511	25512	990000
8547	25511	25512	990000
8548	25511	25512	990000
8549	25511	25512	990000
8561	-1	-1	100000
8562	-1	-1	100000
8569	-1	-1	100000
8571	-1	-1	500000
8572	-1	-1	500000
8573	-1	-1	500000
8579	-1	-1	500000
8581	-1	-1	600000
8582	-1	-1	600000
8583	-1	-1	600000
8584	-1	-1	600000
8589	-1	-1	600000
8591	-1	-1	700000
8592	-1	-1	700000
8593	-1	-1	700000
8594	-1	-1	700000
8595	-1	-1	700000
8599	-1	-1	700000
8601	-1	-1	800000
8602	-1	-1	800000
8603	-1	-1	800000
8604	-1	-1	800000
8605	-1	-1	800000
8606	-1	-1	800000
8609	-1	-1	800000
8611	25191	25192	990000
8612	25191	25192	990000
8613	25191	25192	990000
8614	25191	25192	990000
8615	25191	25192	990000
8616	25191	25192	990000
8617	25191	25192	990000
8619	25191	25192	990000
8621	25521	25522	990000
8622	25521	25522	990000
8623	25521	25522	990000
8624	25521	25522	990000
8625	25521	25522	990000
8626	25521	25522	990000
8627	25521	25522	990000
8628	25521	25522	990000
8629	25521	25522	990000
8631	-1	-1	600000
8632	-1	-1	600000
8633	-1	-1	600000
8634	-1	-1	600000
8639	-1	-1	600000
8641	-1	-1	800000
8642	-1	-1	800000
8643	-1	-1	800000
8644	-1	-1	800000
8645	-1	-1	800000
8646	-1	-1	800000
8649	-1	-1	800000
8651	-1	-1	700000
8652	-1	-1	700000
8653	-1	-1	700000
8654	-1	-1	700000
8655	-1	-1	700000
8659	-1	-1	700000
8661	-1	-1	800000
8662	-1	-1	800000
8663	-1	-1	800000
8664	-1	-1	800000
8665	-1	-1	800000
8666	-1	-1	800000
8669	-1	-1	800000
8671	-1	-1	700000
8672	-1	-1	700000
8673	-1	-1	700000
8674	-1	-1	700000
8675	-1	-1	700000
8679	-1	-1	700000
8681	-1	-1	800000
8682	-1	-1	800000
8683	-1	-1	800000
8684	-1	-1	800000
8685	-1	-1	800000
8686	-1	-1	800000
8689	-1	-1	800000
8691	25201	25202	990000
8692	25201	25202	990000
8693	25201	25202	990000
8694	25201	25202	990000
8695	25201	25202	990000
8696	25201	25202	990000
8697	25201	25202	990000
8699	25201	25202	990000
8701	-1	-1	100000
8702	-1	-1	100000
8709	-1	-1	100000
8711	-1	-1	500000
8712	-1	-1	500000
8713	-1	-1	500000
8719	-1	-1	500000
8721	-1	-1	600000
8722	-1	-1	600000
8723	-1	-1	600000
8724	-1	-1	600000
8729	-1	-1	600000
8731	25211	25212	990000
8732	25211	25212	990000
8733	25211	25212	990000
8734	25211	25212	990000
8735	25211	25212	990000
8736	25211	25212	990000
8737	25211	25212	990000
8739	25211	25212	990000
8741	-1	-1	100000
8742	-1	-1	100000
8749	-1	-1	100000
8751	-1	-1	500000
8752	-1	-1	500000
8753	-1	-1	500000
8759	-1	-1	500000
8761	-1	-1	600000
8762	-1	-1	600000
8763	-1	-1	600000
8764	-1	-1	600000
8769	-1	-1	600000
8771	-1	-1	700000
8772	-1	-1	700000
8773	-1	-1	700000
8774	-1	-1	700000
8775	-1	-1	700000
8779	-1	-1	700000
8781	-1	-1	800000
8782	-1	-1	800000
8783	-1	-1	800000
8784	-1	-1	800000
8785	-1	-1	800000
8786	-1	-1	800000
8789	-1	-1	800000
8791	25221	25222	990000
8792	25221	25222	990000
8793	25221	25222	990000
8794	25221	25222	990000
8795	25221	25222	990000
8796	25221	25222	990000
8797	25221	25222	990000
8799	25221	25222	990000
8801	25531	25532	990000
8802	25531	25532	990000
8803	25531	25532	990000
8804	25531	25532	990000
8805	25531	25532	990000
8806	25531	25532	990000
8807	25531	25532	990000
8808	25531	25532	990000
8809	25531	25532	990000
8811	-1	-1	100000
8812	-1	-1	100000
8819	-1	-1	100000
8821	-1	-1	500000
8822	-1	-1	500000
8823	-1	-1	500000
8829	-1	-1	500000
8831	-1	-1	600000
8832	-1	-1	600000
8833	-1	-1	600000
8834	-1	-1	600000
8839	-1	-1	600000
8841	-1	-1	700000
8842	-1	-1	700000
8843	-1	-1	700000
8844	-1	-1	700000
8845	-1	-1	700000
8849	-1	-1	700000
8851	-1	-1	800000
8852	-1	-1	800000
8853	-1	-1	800000
8854	-1	-1	800000
8855	-1	-1	800000
8856	-1	-1	800000
8859	-1	-1	800000
8861	25231	25232	990000
8862	25231	25232	990000
8863	25231	25232	990000
8864	25231	25232	990000
8865	25231	25232	990000
8866	25231	25232	990000
8867	25231	25232	990000
8869	25231	25232	990000
8871	25541	25542	990000
8872	25541	25542	990000
8873	25541	25542	990000
8874	25541	25542	990000
8875	25541	25542	990000
8876	25541	25542	990000
8877	25541	25542	990000
8878	25541	25542	990000
8879	25541	25542	990000
8881	-1	-1	100000
8882	-1	-1	100000
8889	-1	-1	100000
8891	-1	-1	500000
8892	-1	-1	500000
8893	-1	-1	500000
8899	-1	-1	500000
8901	-1	-1	600000
8902	-1	-1	600000
8903	-1	-1	600000
8904	-1	-1	600000
8909	-1	-1	600000
8911	-1	-1	700000
8912	-1	-1	700000
8913	-1	-1	700000
8914	-1	-1	700000
8915	-1	-1	700000
8919	-1	-1	700000
8921	-1	-1	800000
8922	-1	-1	800000
8923	-1	-1	800000
8924	-1	-1	800000
8925	-1	-1	800000
8926	-1	-1	800000
8929	-1	-1	800000
8931	25241	25242	990000
8932	25241	25242	990000
8933	25241	25242	990000
8934	25241	25242	990000
8935	25241	25242	990000
8936	25241	25242	990000
8937	25241	25242	990000
8939	25241	25242	990000
8941	25551	25552	990000
8942	25551	25552	990000
8943	25551	25552	990000
8944	25551	25552	990000
8945	25551	25552	990000
8946	25551	25552	990000
8947	25551	25552	990000
8948	25551	25552	990000
8949	25551	25552	990000
8951	-1	-1	700000
8952	-1	-1	700000
8953	-1	-1	700000
8954	-1	-1	700000
8955	-1	-1	700000
8959	-1	-1	700000
8961	-1	-1	500000
8962	-1	-1	500000
8963	-1	-1	500000
8969	-1	-1	500000
8971	-1	-1	600000
8972	-1	-1	600000
8973	-1	-1	600000
8974	-1	-1	600000
8979	-1	-1	600000
8981	-1	-1	700000
8982	-1	-1	700000
8983	-1	-1	700000
8984	-1	-1	700000
8985	-1	-1	700000
8989	-1	-1	700000
22001	-1	-1	100000
22002	-1	-1	100000
22009	-1	-1	100000
22011	-1	-1	500000
22012	-1	-1	500000
22013	-1	-1	500000
22019	-1	-1	500000
22021	-1	-1	600000
22022	-1	-1	600000
22023	-1	-1	600000
22024	-1	-1	600000
22029	-1	-1	600000
22031	-1	-1	700000
22032	-1	-1	700000
22033	-1	-1	700000
22034	-1	-1	700000
22035	-1	-1	700000
22039	-1	-1	700000
22041	-1	-1	800000
22042	-1	-1	800000
22043	-1	-1	800000
22044	-1	-1	800000
22045	-1	-1	800000
22046	-1	-1	800000
22049	-1	-1	800000
22051	25251	25252	990000
22052	25251	25252	990000
22053	25251	25252	990000
22054	25251	25252	990000
22055	25251	25252	990000
22056	25251	25252	990000
22057	25251	25252	990000
22059	25251	25252	990000
22061	25561	25562	990000
22062	25561	25562	990000
22063	25561	25562	990000
22064	25561	25562	990000
22065	25561	25562	990000
22066	25561	25562	990000
22067	25561	25562	990000
22068	25561	25562	990000
22069	25561	25562	990000
22071	-1	-1	100000
22072	-1	-1	100000
22079	-1	-1	100000
22081	-1	-1	500000
22082	-1	-1	500000
22083	-1	-1	500000
22089	-1	-1	500000
22091	-1	-1	600000
22092	-1	-1	600000
22093	-1	-1	600000
22094	-1	-1	600000
22099	-1	-1	600000
22101	-1	-1	700000
22102	-1	-1	700000
22103	-1	-1	700000
22104	-1	-1	700000
22105	-1	-1	700000
22109	-1	-1	700000
22111	-1	-1	800000
22112	-1	-1	800000
22113	-1	-1	800000
22114	-1	-1	800000
22115	-1	-1	800000
22116	-1	-1	800000
22119	-1	-1	800000
22121	25261	25262	990000
22122	25261	25262	990000
22123	25261	25262	990000
22124	25261	25262	990000
22125	25261	25262	990000
22126	25261	25262	990000
22127	25261	25262	990000
22129	25261	25262	990000
22131	25571	25572	990000
22132	25571	25572	990000
22133	25571	25572	990000
22134	25571	25572	990000
22135	25571	25572	990000
22136	25571	25572	990000
22137	25571	25572	990000
22138	25571	25572	990000
22139	25571	25572	990000
22201	-1	-1	800000
22202	-1	-1	800000
22203	-1	-1	800000
22204	-1	-1	800000
22205	-1	-1	800000
22206	-1	-1	800000
22209	-1	-1	800000
22211	-1	-1	100000
22212	-1	-1	100000
22219	-1	-1	100000
22221	-1	-1	500000
22222	-1	-1	500000
22223	-1	-1	500000
22229	-1	-1	500000
22231	-1	-1	600000
22232	-1	-1	600000
22233	-1	-1	600000
22234	-1	-1	600000
22239	-1	-1	600000
22241	-1	-1	700000
22242	-1	-1	700000
22243	-1	-1	700000
22244	-1	-1	700000
22245	-1	-1	700000
22249	-1	-1	700000
22251	-1	-1	800000
22252	-1	-1	800000
22253	-1	-1	800000
22254	-1	-1	800000
22255	-1	-1	800000
22256	-1	-1	800000
22259	-1	-1	800000
22261	25271	25272	990000
22262	25271	25272	990000
22263	25271	25272	990000
22264	25271	25272	990000
22265	25271	25272	990000
22266	25271	25272	990000
22267	25271	25272	990000
22269	25271	25272	990000
22271	25581	25582	990000
22272	25581	25582	990000
22273	25581	25582	990000
22274	25581	25582	990000
22275	25581	25582	990000
22276	25581	25582	990000
22277	25581	25582	990000
22278	25581	25582	990000
22279	25581	25582	990000
22281	-1	-1	100000
22282	-1	-1	100000
22289	-1	-1	100000
22291	-1	-1	500000
22292	-1	-1	500000
22293	-1	-1	500000
22299	-1	-1	500000
22301	-1	-1	600000
22302	-1	-1	600000
22303	-1	-1	600000
22304	-1	-1	600000
22309	-1	-1	600000
22311	-1	-1	700000
22312	-1	-1	700000
22313	-1	-1	700000
22314	-1	-1	700000
22315	-1	-1	700000
22319	-1	-1	700000
22321	-1	-1	800000
22322	-1	-1	800000
22323	-1	-1	800000
22324	-1	-1	800000
22325	-1	-1	800000
22326	-1	-1	800000
22329	-1	-1	800000
22331	25281	25282	990000
22332	25281	25282	990000
22333	25281	25282	990000
22334	25281	25282	990000
22335	25281	25282	990000
22336	25281	25282	990000
22337	25281	25282	990000
22339	25281	25282	990000
22341	25591	25592	990000
22342	25591	25592	990000
22343	25591	25592	990000
22344	25591	25592	990000
22345	25591	25592	990000
22346	25591	25592	990000
22347	25591	25592	990000
22348	25591	25592	990000
22349	25591	25592	990000
22351	-1	-1	100000
22352	-1	-1	100000
22359	-1	-1	100000
22361	-1	-1	500000
22362	-1	-1	500000
22363	-1	-1	500000
22369	-1	-1	500000
22371	-1	-1	600000
22372	-1	-1	600000
22373	-1	-1	600000
22374	-1	-1	600000
22379	-1	-1	600000
22381	-1	-1	700000
22382	-1	-1	700000
22383	-1	-1	700000
22384	-1	-1	700000
22385	-1	-1	700000
22389	-1	-1	700000
22391	-1	-1	800000
22392	-1	-1	800000
22393	-1	-1	800000
22394	-1	-1	800000
22395	-1	-1	800000
22396	-1	-1	800000
22399	-1	-1	800000
22401	25291	25292	990000
22402	25291	25292	990000
22403	25291	25292	990000
22404	25291	25292	990000
22405	25291	25292	990000
22406	25291	25292	990000
22407	25291	25292	990000
22409	25291	25292	990000
22411	25601	25602	990000
22412	25601	25602	990000
22413	25601	25602	990000
22414	25601	25602	990000
22415	25601	25602	990000
22416	25601	25602	990000
22417	25601	25602	990000
22418	25601	25602	990000
22419	25601	25602	990000
22421	-1	-1	100000
22422	-1	-1	100000
22429	-1	-1	100000
22431	-1	-1	500000
22432	-1	-1	500000
22433	-1	-1	500000
22439	-1	-1	500000
22441	-1	-1	600000
22442	-1	-1	600000
22443	-1	-1	600000
22444	-1	-1	600000
22449	-1	-1	600000
22451	-1	-1	700000
22452	-1	-1	700000
22453	-1	-1	700000
22454	-1	-1	700000
22455	-1	-1	700000
22459	-1	-1	700000
22461	-1	-1	800000
22462	-1	-1	800000
22463	-1	-1	800000
22464	-1	-1	800000
22465	-1	-1	800000
22466	-1	-1	800000
22469	-1	-1	800000
22471	25301	25302	990000
22472	25301	25302	990000
22473	25301	25302	990000
22474	25301	25302	990000
22475	25301	25302	990000
22476	25301	25302	990000
22477	25301	25302	990000
22479	25301	25302	990000
22481	25611	25612	990000
22482	25611	25612	990000
22483	25611	25612	990000
22484	25611	25612	990000
22485	25611	25612	990000
22486	25611	25612	990000
22487	25611	25612	990000
22488	25611	25612	990000
22489	25611	25612	990000
22491	-1	-1	100000
22492	-1	-1	100000
22499	-1	-1	100000
22501	-1	-1	500000
22502	-1	-1	500000
22503	-1	-1	500000
22509	-1	-1	500000
22511	-1	-1	600000
22512	-1	-1	600000
22513	-1	-1	600000
22514	-1	-1	600000
22519	-1	-1	600000
22521	-1	-1	700000
22522	-1	-1	700000
22523	-1	-1	700000
22524	-1	-1	700000
22525	-1	-1	700000
22529	-1	-1	700000
22531	-1	-1	800000
22532	-1	-1	800000
22533	-1	-1	800000
22534	-1	-1	800000
22535	-1	-1	800000
22536	-1	-1	800000
22539	-1	-1	800000
22541	25311	25312	990000
22542	25311	25312	990000
22543	25311	25312	990000
22544	25311	25312	990000
22545	25311	25312	990000
22546	25311	25312	990000
22547	25311	25312	990000
22549	25311	25312	990000
22551	25621	25622	990000
22552	25621	25622	990000
22553	25621	25622	990000
22554	25621	25622	990000
22555	25621	25622	990000
22556	25621	25622	990000
22557	25621	25622	990000
22558	25621	25622	990000
22559	25621	25622	990000
22561	25321	25322	990000
22562	25321	25322	990000
22563	25321	25322	990000
22564	25321	25322	990000
22565	25321	25322	990000
22566	25321	25322	990000
22567	25321	25322	990000
22569	25321	25322	990000
22571	25631	25632	990000
22572	25631	25632	990000
22573	25631	25632	990000
22574	25631	25632	990000
22575	25631	25632	990000
22576	25631	25632	990000
22577	25631	25632	990000
22578	25631	25632	990000
22579	25631	25632	990000
22581	-1	-1	100000
22582	-1	-1	100000
22589	-1	-1	100000
22591	-1	-1	500000
22592	-1	-1	500000
22593	-1	-1	500000
22599	-1	-1	500000
22601	-1	-1	600000
22602	-1	-1	600000
22603	-1	-1	600000
22604	-1	-1	600000
22609	-1	-1	600000
22611	-1	-1	700000
22612	-1	-1	700000
22613	-1	-1	700000
22614	-1	-1	700000
22615	-1	-1	700000
22619	-1	-1	700000
22621	-1	-1	800000
22622	-1	-1	800000
22623	-1	-1	800000
22624	-1	-1	800000
22625	-1	-1	800000
22626	-1	-1	800000
22629	-1	-1	800000
22631	25331	25332	990000
22632	25331	25332	990000
22633	25331	25332	990000
22634	25331	25332	990000
22635	25331	25332	990000
22636	25331	25332	990000
22637	25331	25332	990000
22639	25331	25332	990000
22641	25641	25642	990000
22642	25641	25642	990000
22643	25641	25642	990000
22644	25641	25642	990000
22645	25641	25642	990000
22646	25641	25642	990000
22647	25641	25642	990000
22648	25641	25642	990000
22649	25641	25642	990000
22651	-1	-1	100000
22652	-1	-1	100000
22659	-1	-1	100000
22661	-1	-1	500000
22662	-1	-1	500000
22663	-1	-1	500000
22669	-1	-1	500000
22671	-1	-1	600000
22672	-1	-1	600000
22673	-1	-1	600000
22674	-1	-1	600000
22679	-1	-1	600000
22681	-1	-1	700000
22682	-1	-1	700000
22683	-1	-1	700000
22684	-1	-1	700000
22685	-1	-1	700000
22689	-1	-1	700000
22691	-1	-1	800000
22692	-1	-1	800000
22693	-1	-1	800000
22694	-1	-1	800000
22695	-1	-1	800000
22696	-1	-1	800000
22699	-1	-1	800000
22701	25341	25342	990000
22702	25341	25342	990000
22703	25341	25342	990000
22704	25341	25342	990000
22705	25341	25342	990000
22706	25341	25342	990000
22707	25341	25342	990000
22709	25341	25342	990000
22711	25651	25652	990000
22712	25651	25652	990000
22713	25651	25652	990000
22714	25651	25652	990000
22715	25651	25652	990000
22716	25651	25652	990000
22717	25651	25652	990000
22718	25651	25652	990000
22719	25651	25652	990000
22721	-1	-1	100000
22722	-1	-1	100000
22729	-1	-1	100000
22731	-1	-1	500000
22732	-1	-1	500000
22733	-1	-1	500000
22739	-1	-1	500000
22741	-1	-1	600000
22742	-1	-1	600000
22743	-1	-1	600000
22744	-1	-1	600000
22749	-1	-1	600000
22751	-1	-1	700000
22752	-1	-1	700000
22753	-1	-1	700000
22754	-1	-1	700000
22755	-1	-1	700000
22759	-1	-1	700000
22761	-1	-1	800000
22762	-1	-1	800000
22763	-1	-1	800000
22764	-1	-1	800000
22765	-1	-1	800000
22766	-1	-1	800000
22769	-1	-1	800000
22771	25661	25662	990000
22772	25661	25662	990000
22773	25661	25662	990000
22774	25661	25662	990000
22775	25661	25662	990000
22776	25661	25662	990000
22777	25661	25662	990000
22779	25661	25662	990000
22781	25671	25672	990000
22782	25671	25672	990000
22783	25671	25672	990000
22784	25671	25672	990000
22785	25671	25672	990000
22786	25671	25672	990000
22787	25671	25672	990000
22788	25671	25672	990000
22789	25671	25672	990000
22791	-1	-1	100000
22792	-1	-1	100000
22799	-1	-1	100000
22801	-1	-1	500000
22802	-1	-1	500000
22803	-1	-1	500000
22809	-1	-1	500000
22811	-1	-1	600000
22812	-1	-1	600000
22813	-1	-1	600000
22814	-1	-1	600000
22819	-1	-1	600000
22821	-1	-1	700000
22822	-1	-1	700000
22823	-1	-1	700000
22824	-1	-1	700000
22825	-1	-1	700000
22829	-1	-1	700000
22831	-1	-1	800000
22832	-1	-1	800000
22833	-1	-1	800000
22834	-1	-1	800000
22835	-1	-1	800000
22836	-1	-1	800000
22839	-1	-1	800000
22841	25681	25682	990000
22842	25681	25682	990000
22843	25681	25682	990000
22844	25681	25682	990000
22845	25681	25682	990000
22846	25681	25682	990000
22847	25681	25682	990000
22849	25681	25682	990000
22851	25691	25692	990000
22852	25691	25692	990000
22853	25691	25692	990000
22854	25691	25692	990000
22855	25691	25692	990000
22856	25691	25692	990000
22857	25691	25692	990000
22858	25691	25692	990000
22859	25691	25692	990000
22861	-1	-1	100000
22862	-1	-1	100000
22869	-1	-1	100000
22871	-1	-1	500000
22872	-1	-1	500000
22873	-1	-1	500000
22879	-1	-1	500000
22881	-1	-1	600000
22882	-1	-1	600000
22883	-1	-1	600000
22884	-1	-1	600000
22889	-1	-1	600000
22891	-1	-1	700000
22892	-1	-1	700000
22893	-1	-1	700000
22894	-1	-1	700000
22895	-1	-1	700000
22899	-1	-1	700000
22901	-1	-1	800000
22902	-1	-1	800000
22903	-1	-1	800000
22904	-1	-1	800000
22905	-1	-1	800000
22906	-1	-1	800000
22909	-1	-1	800000
22911	25701	25702	990000
22912	25701	25702	990000
22913	25701	25702	990000
22914	25701	25702	990000
22915	25701	25702	990000
22916	25701	25702	990000
22917	25701	25702	990000
22919	25701	25702	990000
22921	25711	25712	990000
22922	25711	25712	990000
22923	25711	25712	990000
22924	25711	25712	990000
22925	25711	25712	990000
22926	25711	25712	990000
22927	25711	25712	990000
22928	25711	25712	990000
22929	25711	25712	990000
22931	-1	-1	100000
22932	-1	-1	100000
22939	-1	-1	100000
22941	-1	-1	100000
22942	-1	-1	100000
22949	-1	-1	100000
22951	-1	-1	500000
22952	-1	-1	500000
22953	-1	-1	500000
22959	-1	-1	500000
22961	-1	-1	600000
22962	-1	-1	600000
22963	-1	-1	600000
22964	-1	-1	600000
22969	-1	-1	600000
22971	-1	-1	700000
22972	-1	-1	700000
22973	-1	-1	700000
22974	-1	-1	700000
22975	-1	-1	700000
22979	-1	-1	700000
22981	-1	-1	800000
22982	-1	-1	800000
22983	-1	-1	800000
22984	-1	-1	800000
22985	-1	-1	800000
22986	-1	-1	800000
22989	-1	-1	800000
22991	25241	25242	990000
22992	25241	25242	990000
22993	25241	25242	990000
22994	25241	25242	990000
22995	25241	25242	990000
22996	25241	25242	990000
22997	25241	25242	990000
22999	25241	25242	990000
23001	25551	25552	990000
23002	25551	25552	990000
23003	25551	25552	990000
23004	25551	25552	990000
23005	25551	25552	990000
23006	25551	25552	990000
23007	25551	25552	990000
23008	25551	25552	990000
23009	25551	25552	990000
23011	-1	-1	100000
23012	-1	-1	100000
23013	-1	-1	100000
23014	-1	-1	100000
23015	-1	-1	100000
23016	-1	-1	100000
23017	-1	-1	100000
23018	-1	-1	100000
23019	-1	-1	100000
23021	-1	-1	600000
23022	-1	-1	600000
23023	-1	-1	600000
23024	-1	-1	600000
23025	-1	-1	600000
23026	-1	-1	600000
23027	-1	-1	600000
23028	-1	-1	600000
23029	-1	-1	600000
23031	-1	-1	990000
23032	-1	-1	990000
23033	-1	-1	990000
23034	-1	-1	990000
23035	-1	-1	990000
23036	-1	-1	990000
23037	-1	-1	990000
23038	-1	-1	990000
23039	-1	-1	990000
23041	-1	-1	100000
23042	-1	-1	100000
23049	-1	-1	100000
23051	-1	-1	500000
23052	-1	-1	500000
23053	-1	-1	500000
23059	-1	-1	500000
23061	-1	-1	600000
23062	-1	-1	600000
23063	-1	-1	600000
23064	-1	-1	600000
23069	-1	-1	600000
23071	-1	-1	700000
23072	-1	-1	700000
23073	-1	-1	700000
23074	-1	-1	700000
23075	-1	-1	700000
23079	-1	-1	700000
23081	-1	-1	800000
23082	-1	-1	800000
23083	-1	-1	800000
23084	-1	-1	800000
23085	-1	-1	800000
23086	-1	-1	800000
23089	-1	-1	800000
23091	25721	25722	990000
23092	25721	25722	990000
23093	25721	25722	990000
23094	25721	25722	990000
23095	25721	25722	990000
23096	25721	25722	990000
23097	25721	25722	990000
23099	25721	25722	990000
23101	25731	25732	990000
23102	25731	25732	990000
23103	25731	25732	990000
23104	25731	25732	990000
23105	25731	25732	990000
23106	25731	25732	990000
23107	25731	25732	990000
23108	25731	25732	990000
23109	25731	25732	990000
23111	-1	-1	100000
23112	-1	-1	100000
23119	-1	-1	100000
23121	-1	-1	500000
23122	-1	-1	500000
23123	-1	-1	500000
23129	-1	-1	500000
23131	-1	-1	600000
23132	-1	-1	600000
23133	-1	-1	600000
23134	-1	-1	600000
23139	-1	-1	600000
23141	-1	-1	700000
23142	-1	-1	700000
23143	-1	-1	700000
23144	-1	-1	700000
23145	-1	-1	700000
23149	-1	-1	700000
23151	-1	-1	800000
23152	-1	-1	800000
23153	-1	-1	800000
23154	-1	-1	800000
23155	-1	-1	800000
23156	-1	-1	800000
23159	-1	-1	800000
23161	25741	25742	990000
23162	25741	25742	990000
23163	25741	25742	990000
23164	25741	25742	990000
23165	25741	25742	990000
23166	25741	25742	990000
23167	25741	25742	990000
23169	25741	25742	990000
23171	25751	25752	990000
23172	25751	25752	990000
23173	25751	25752	990000
23174	25751	25752	990000
23175	25751	25752	990000
23176	25751	25752	990000
23177	25751	25752	990000
23178	25751	25752	990000
23179	25751	25752	990000
23181	-1	-1	100000
23182	-1	-1	100000
23189	-1	-1	100000
23191	-1	-1	500000
23192	-1	-1	500000
23193	-1	-1	500000
23199	-1	-1	500000
23201	-1	-1	600000
23202	-1	-1	600000
23203	-1	-1	600000
23204	-1	-1	600000
23209	-1	-1	600000
23211	-1	-1	700000
23212	-1	-1	700000
23213	-1	-1	700000
23214	-1	-1	700000
23215	-1	-1	700000
23219	-1	-1	700000
23221	-1	-1	800000
23222	-1	-1	800000
23223	-1	-1	800000
23224	-1	-1	800000
23225	-1	-1	800000
23226	-1	-1	800000
23229	-1	-1	800000
23231	25771	25772	990000
23232	25771	25772	990000
23233	25771	25772	990000
23234	25771	25772	990000
23235	25771	25772	990000
23236	25771	25772	990000
23237	25771	25772	990000
23239	25771	25772	990000
23241	25781	25782	990000
23242	25781	25782	990000
23243	25781	25782	990000
23244	25781	25782	990000
23245	25781	25782	990000
23246	25781	25782	990000
23247	25781	25782	990000
23248	25781	25782	990000
23249	25781	25782	990000
23251	-1	-1	100000
23252	-1	-1	100000
23259	-1	-1	100000
23261	-1	-1	500000
23262	-1	-1	500000
23263	-1	-1	500000
23269	-1	-1	500000
23271	-1	-1	600000
23272	-1	-1	600000
23273	-1	-1	600000
23274	-1	-1	600000
23279	-1	-1	600000
23281	-1	-1	700000
23282	-1	-1	700000
23283	-1	-1	700000
23284	-1	-1	700000
23285	-1	-1	700000
23289	-1	-1	700000
23291	-1	-1	800000
23292	-1	-1	800000
23293	-1	-1	800000
23294	-1	-1	800000
23295	-1	-1	800000
23296	-1	-1	800000
23299	-1	-1	800000
23301	25791	25792	990000
23302	25791	25792	990000
23303	25791	25792	990000
23304	25791	25792	990000
23305	25791	25792	990000
23306	25791	25792	990000
23307	25791	25792	990000
23309	25791	25792	990000
23311	25801	25802	990000
23312	25801	25802	990000
23313	25801	25802	990000
23314	25801	25802	990000
23315	25801	25802	990000
23316	25801	25802	990000
23317	25801	25802	990000
23318	25801	25802	990000
23319	25801	25802	990000
23331	-1	-1	100000
23332	-1	-1	100000
23339	-1	-1	100000
23341	-1	-1	500000
23342	-1	-1	500000
23343	-1	-1	500000
23349	-1	-1	500000
23351	-1	-1	600000
23352	-1	-1	600000
23353	-1	-1	600000
23354	-1	-1	600000
23359	-1	-1	600000
23361	-1	-1	700000
23362	-1	-1	700000
23363	-1	-1	700000
23364	-1	-1	700000
23365	-1	-1	700000
23369	-1	-1	700000
23371	-1	-1	800000
23372	-1	-1	800000
23373	-1	-1	800000
23374	-1	-1	800000
23375	-1	-1	800000
23376	-1	-1	800000
23379	-1	-1	800000
23381	25811	25812	990000
23382	25811	25812	990000
23383	25811	25812	990000
23384	25811	25812	990000
23385	25811	25812	990000
23386	25811	25812	990000
23387	25811	25812	990000
23389	25811	25812	990000
23391	25821	25822	990000
23392	25821	25822	990000
23393	25821	25822	990000
23394	25821	25822	990000
23395	25821	25822	990000
23396	25821	25822	990000
23397	25821	25822	990000
23398	25821	25822	990000
23399	25821	25822	990000
23401	-1	-1	100000
23402	-1	-1	100000
23409	-1	-1	100000
23411	-1	-1	500000
23412	-1	-1	500000
23413	-1	-1	500000
23419	-1	-1	500000
23421	-1	-1	600000
23422	-1	-1	600000
23423	-1	-1	600000
23424	-1	-1	600000
23429	-1	-1	600000
23431	-1	-1	700000
23432	-1	-1	700000
23433	-1	-1	700000
23434	-1	-1	700000
23435	-1	-1	700000
23439	-1	-1	700000
23441	-1	-1	800000
23442	-1	-1	800000
23443	-1	-1	800000
23444	-1	-1	800000
23445	-1	-1	800000
23446	-1	-1	800000
23449	-1	-1	800000
23451	25831	25832	990000
23452	25831	25832	990000
23453	25831	25832	990000
23454	25831	25832	990000
23455	25831	25832	990000
23456	25831	25832	990000
23457	25831	25832	990000
23459	25831	25832	990000
23461	25841	25842	990000
23462	25841	25842	990000
23463	25841	25842	990000
23464	25841	25842	990000
23465	25841	25842	990000
23466	25841	25842	990000
23467	25841	25842	990000
23468	25841	25842	990000
23469	25841	25842	990000
23471	-1	-1	300000
