INT	INT	INT	STRING	INT	INT	INT
30002002	-1	-1	-1		2	1
30002003	-1	-1	-1		2	1
30002004	-1	-1	-1		2	1
30002016	-1	-1	-1		2	1
30002017	-1	-1	-1		2	1
30002018	-1	-1	-1		2	1
30003001	-1	-1	-1		2	1
30003002	-1	-1	-1		2	1
30003003	-1	-1	-1		2	1
30003004	-1	-1	-1		2	1
30003005	-1	-1	-1		2	1
30003006	-1	-1	-1		2	1
30003007	-1	-1	-1		2	1
30003008	-1	-1	-1		2	1
30003009	-1	-1	-1		2	1
30003010	-1	-1	-1		2	1
30003021	-1	-1	-1		2	1
30003022	-1	-1	-1		2	1
30003023	-1	-1	-1		2	1
30008045	168	-1	-1		2	0
30008052	168	-1	-1		2	0
30008059	-1	-1	-1		2	1
30008060	-1	-1	-1		2	1
30008061	-1	-1	-1		2	1
30008062	-1	-1	-1		2	1
30008063	-1	-1	-1		2	1
30008064	-1	-1	-1		2	1
30008065	-1	-1	-1		2	1
30008066	-1	-1	-1		2	1
30101023	-1	-1	-1		2	1
30101024	-1	-1	-1		2	1
30101031	-1	-1	-1		2	1
30101032	-1	-1	-1		2	1
30101033	-1	-1	-1		2	1
30101034	-1	-1	-1		2	1
30101035	-1	-1	-1		2	1
30101036	-1	-1	-1		2	1
30101037	-1	-1	-1		2	1
30101038	-1	-1	-1		2	1
30101039	-1	-1	-1		2	1
30101040	-1	-1	-1		2	1
30101041	-1	-1	-1		2	1
30101042	-1	-1	-1		2	1
30101043	-1	-1	-1		2	1
30101044	-1	-1	-1		2	1
30101045	-1	-1	-1		2	1
30101046	-1	-1	-1		2	1
30101047	-1	-1	-1		2	1
30101048	-1	-1	-1		2	1
30101049	-1	-1	-1		2	1
30101050	-1	-1	-1		2	1
30101115	-1	-1	-1		2	1
30101116	-1	-1	-1		2	1
30101117	-1	-1	-1		2	1
30101118	-1	-1	-1		2	1
30101119	-1	-1	-1		2	1
30101120	-1	-1	-1		2	1
30101121	-1	-1	-1		2	1
30101122	-1	-1	-1		2	1
30101123	-1	-1	-1		2	1
30101124	-1	-1	-1		2	1
30101125	-1	-1	-1		2	1
30101126	-1	-1	-1		2	1
30101127	-1	-1	-1		2	1
30101128	-1	-1	-1		2	1
30101129	-1	-1	-1		2	1
30101130	-1	-1	-1		2	1
30101131	-1	-1	-1		2	1
30101132	-1	-1	-1		2	1
30101133	-1	-1	-1		2	1
30101134	-1	-1	-1		2	1
30103083	8760	-1	-1		2	0
30303001	-1	-1	-1		2	1
30303002	-1	-1	-1		2	1
30303003	-1	-1	-1		2	1
30303051	-1	-1	-1		2	1
30303052	-1	-1	-1		2	1
30303053	-1	-1	-1		2	1
30303100	-1	-1	-1		2	1
30303101	-1	-1	-1		2	1
30303102	-1	-1	-1		2	1
30304030	-1	-1	-1		2	1
30304031	-1	-1	-1		2	1
30304032	-1	-1	-1		2	1
30304033	-1	-1	-1		2	1
30304034	-1	-1	-1		2	1
30304035	-1	-1	-1		2	1
30304036	-1	-1	-1		2	1
30304037	-1	-1	-1		2	1
30304038	-1	-1	-1		2	1
30308072	-1	-1	-1		2	1
30309056	-1	-1	-1		2	1
30501100	720	-1	-1		2	0
30501104	-1	-1	-1		2	1
30501107	168	-1	-1		2	0
30501108	168	-1	-1		2	0
30501109	168	-1	-1		2	0
30501110	168	-1	-1		2	0
30501111	168	-1	-1		2	0
30501112	168	-1	-1		2	0
30501113	168	-1	-1		2	0
30501114	168	-1	-1		2	0
30501115	168	-1	-1		2	0
30501116	168	-1	-1		2	0
30501131	168	-1	-1		2	0
30501132	168	-1	-1		2	0
30501133	168	-1	-1		2	0
30501134	168	-1	-1		2	0
30501135	168	-1	-1		2	0
30501136	168	-1	-1		2	0
30501137	168	-1	-1		2	0
30501138	168	-1	-1		2	0
30501139	168	-1	-1		2	0
30501140	168	-1	-1		2	0
30501141	168	-1	-1		2	0
30501142	168	-1	-1		2	0
30501143	168	-1	-1		2	0
30501144	168	-1	-1		2	0
30501145	168	-1	-1		2	0
30501146	168	-1	-1		2	0
30501147	168	-1	-1		2	0
30501151	168	-1	-1		2	0
30501152	168	-1	-1		2	0
30501153	168	-1	-1		2	0
30501159	168	-1	-1		2	0
30501160	168	-1	-1		2	0
30501161	168	-1	-1		2	0
30501162	48	-1	-1		2	0
30501166	168	-1	-1		2	0
30501168	-1	-1	-1		2	0
30501172	-1	-1	-1		2	0
30501318	-1	-1	-1		2	0
30501355	-1	-1	-1		2	0
30501357	-1	-1	-1		2	0
30503022	168	-1	-1		2	0
30503023	168	-1	-1		2	0
30503024	168	-1	-1		2	0
30503025	-1	-1	-1		2	0
30503026	-1	-1	-1		2	0
30503027	-1	-1	-1		2	0
30503028	-1	-1	-1		2	0
30503029	-1	-1	-1		2	0
30503030	-1	-1	-1		2	0
30503031	-1	-1	-1		2	0
30503032	-1	-1	-1		2	0
30503033	-1	-1	-1		2	0
30503034	-1	-1	-1		2	0
30503035	-1	-1	-1		2	0
30503036	-1	-1	-1		2	0
30503037	-1	-1	-1		2	0
30503038	-1	-1	-1		2	0
30503039	-1	-1	-1		2	0
30503040	-1	-1	-1		2	0
30503041	-1	-1	-1		2	0
30503042	-1	-1	-1		2	0
30503043	-1	-1	-1		2	0
30503044	-1	-1	-1		2	0
30503045	-1	-1	-1		2	0
30503046	-1	-1	-1		2	0
30503047	-1	-1	-1		2	0
30503048	-1	-1	-1		2	0
30503049	-1	-1	-1		2	0
30503050	-1	-1	-1		2	0
30503051	-1	-1	-1		2	0
30503052	-1	-1	-1		2	0
30503053	-1	-1	-1		2	0
30503054	-1	-1	-1		2	0
30503055	-1	-1	-1		2	0
30503056	-1	-1	-1		2	0
30503057	-1	-1	-1		2	0
30503058	-1	-1	-1		2	0
30503059	-1	-1	-1		2	0
30503060	-1	-1	-1		2	0
30503061	-1	-1	-1		2	0
30503062	-1	-1	-1		2	0
30503063	-1	-1	-1		2	0
30503064	-1	-1	-1		2	0
30503065	-1	-1	-1		2	0
30503066	-1	-1	-1		2	0
30503067	-1	-1	-1		2	0
30503068	-1	-1	-1		2	0
30503069	-1	-1	-1		2	0
30503070	-1	-1	-1		2	0
30503071	-1	-1	-1		2	0
30503072	-1	-1	-1		2	0
30503073	-1	-1	-1		2	0
30503074	-1	-1	-1		2	0
30503075	-1	-1	-1		2	0
30503076	-1	-1	-1		2	0
30503077	-1	-1	-1		2	0
30503078	-1	-1	-1		2	0
30503079	-1	-1	-1		2	0
30503080	-1	-1	-1		2	0
30503081	-1	-1	-1		2	0
30503082	-1	-1	-1		2	0
30503083	-1	-1	-1		2	0
30503084	-1	-1	-1		2	0
30503085	-1	-1	-1		2	0
30503086	-1	-1	-1		2	0
30503087	-1	-1	-1		2	0
30503088	-1	-1	-1		2	0
30503089	-1	-1	-1		2	0
30503090	-1	-1	-1		2	0
30503091	-1	-1	-1		2	0
30503092	-1	-1	-1		2	0
30503093	-1	-1	-1		2	0
30503094	-1	-1	-1		2	0
30503095	-1	-1	-1		2	0
30503096	-1	-1	-1		2	0
30503097	-1	-1	-1		2	0
30503098	-1	-1	-1		2	0
30503099	-1	-1	-1		2	0
30503100	-1	-1	-1		2	0
30503101	-1	-1	-1		2	0
30503102	-1	-1	-1		2	0
30503103	-1	-1	-1		2	0
30503104	-1	-1	-1		2	0
30503105	-1	-1	-1		2	0
30503106	-1	-1	-1		2	0
30503107	-1	-1	-1		2	0
30503108	-1	-1	-1		2	0
30503109	-1	-1	-1		2	0
30503110	-1	-1	-1		2	0
30503111	-1	-1	-1		2	0
30503112	-1	-1	-1		2	0
30503113	-1	-1	-1		2	0
30503114	-1	-1	-1		2	0
30503140	-1	-1	-1		2	0
30504052	48	-1	-1		2	0
30504112	-1	-1	-1		2	0
30505013	-1	-1	-1		2	1
30505014	-1	-1	-1		2	1
30505015	-1	-1	-1		2	1
30505016	-1	-1	-1		2	1
30505017	-1	-1	-1		2	1
30505018	-1	-1	-1		2	1
30505019	-1	-1	-1		2	1
30505020	-1	-1	-1		2	1
30505021	-1	-1	-1		2	1
30505022	-1	-1	-1		2	1
30505085	720	-1	-1		2	0
30505086	720	-1	-1		2	0
30505087	720	-1	-1		2	0
30505088	720	-1	-1		2	0
30505089	720	-1	-1		2	0
30505090	720	-1	-1		2	0
30505091	720	-1	-1		2	0
30505114	2160	-1	-1		2	0
30505115	2160	-1	-1		2	0
30505116	2160	-1	-1		2	0
30505117	2160	-1	-1		2	0
30505118	2160	-1	-1		2	0
30505119	2160	-1	-1		2	0
30505120	2160	-1	-1		2	0
30505123	720	-1	-1		2	0
30505124	720	-1	-1		2	0
30505130	720	-1	-1		2	0
30505131	720	-1	-1		2	0
30505155	-1	-1	-1		2	1
30505156	-1	-1	-1		2	1
30505157	-1	-1	-1		2	0
30505158	-1	-1	-1		2	0
30505159	-1	-1	-1		2	0
30505160	-1	-1	-1		2	0
30505161	-1	-1	-1		2	0
30505163	168	-1	-1		2	0
30505191	192	-1	-1		2	0
30505200	720	-1	-1		2	0
30505201	168	-1	-1		2	0
30505202	168	-1	-1		2	0
30505203	168	-1	-1		2	0
30505204	168	-1	-1		2	0
30505207	1	-1	-1		2	0
30505208	1	-1	-1		2	0
30505209	1	-1	-1		2	0
30505210	1	-1	-1		2	0
30505211	1	-1	-1		2	0
30505212	1	-1	-1		2	0
30505213	1	-1	-1		2	0
30505800	-1	-1	-1		2	0
30505801	-1	-1	-1		2	0
30505802	-1	-1	-1		2	0
30505803	-1	-1	-1		2	0
30505804	-1	-1	-1		2	0
30505805	-1	-1	-1		2	0
30505806	-1	-1	-1		2	0
30505816	-1	-1	-1		2	0
30505817	-1	-1	-1		2	0
30505821	-1	-1	-1		2	0
30505908	-1	-1	-1		2	0
30505909	-1	-1	-1		2	0
30601001	-1	-1	-1		2	1
30601004	-1	-1	-1		2	1
30602001	-1	-1	-1		2	1
30602002	-1	-1	-1		2	1
30602003	-1	-1	-1		2	1
30602004	-1	-1	-1		2	1
30603001	-1	-1	-1		2	1
30603002	-1	-1	-1		2	1
30603003	-1	-1	-1		2	1
30603004	-1	-1	-1		2	1
30604001	-1	-1	-1		2	1
30604002	-1	-1	-1		2	1
30604003	-1	-1	-1		2	1
30604004	-1	-1	-1		2	1
30605001	-1	-1	-1		2	1
30605002	-1	-1	-1		2	1
30605003	-1	-1	-1		2	1
30605004	-1	-1	-1		2	1
30607002	-1	-1	-1		2	1
30700201	240	-1	-1		2	0
30700202	240	-1	-1		2	0
30900045	-1	-1	-1		2	0
30900051	1	2005	-1		2	0
30900052	1	2005	-1		2	0
30900053	1	2005	-1		2	0
30900054	1	2005	-1		2	0
30900055	1	2005	-1		2	0
30900056	-1	-1	-1		2	0
30900057	-1	-1	-1		2	0
30900058	-1	-1	-1		2	0
31000100	720	-1	-1		2	0
38000000	720	-1	-1		2	0
38000006	168	-1	-1		2	0
38000007	168	-1	-1		2	0
38000008	168	-1	-1		2	0
39000026	-1	-1	-1		2	0
39000027	-1	-1	-1		2	0
39000028	-1	-1	-1		2	0
39000029	-1	-1	-1		2	0
39000030	-1	-1	-1		2	0
39000031	-1	-1	-1		2	0
39000032	-1	-1	-1		2	0
39000033	-1	-1	-1		2	0
39000034	-1	-1	-1		2	0
39000035	-1	-1	-1		2	0
39000036	2	-1	-1		2	0
39000038	-1	-1	-1		2	0
39000039	-1	-1	-1		2	0
39000041	-1	-1	-1		2	0
39000046	-1	-1	-1		2	1
39000047	-1	-1	-1		2	1
39000048	-1	-1	-1		2	1
39000049	-1	-1	-1		2	1
39000050	-1	-1	-1		2	1
39000051	-1	-1	-1		2	1
39000052	-1	-1	-1		2	1
39000071	-1	-1	-1		2	0
39000072	-1	-1	-1		2	0
39000074	-1	-1	-1		2	0
39000075	-1	-1	-1		2	0
39000080	-1	-1	-1		2	0
39000090	-1	-1	-1		2	0
39000091	-1	-1	-1		2	0
39000092	-1	-1	-1		2	0
39000093	-1	-1	-1		2	0
39000094	-1	-1	-1		2	0
39000095	-1	-1	-1		2	0
39000096	-1	-1	-1		2	0
39000097	-1	-1	-1		2	0
39000098	-1	-1	-1		2	0
39000099	-1	-1	-1		2	0
39000100	-1	-1	-1		2	0
39000101	-1	-1	-1		2	0
39000102	-1	-1	-1		2	0
39000104	72	-1	-1		2	0
39000105	72	-1	-1		2	0
39000106	72	-1	-1		2	0
39000108	-1	-1	-1		2	0
39000109	-1	-1	-1		2	0
40004414	4	-1	-1		2	0
40004431	48	-1	-1		2	0
40004432	48	-1	-1		2	0
40004433	48	-1	-1		2	0
						
						
##本文件由潇湘工具优化 秒传地图 下载群923288704						
